order_id,order_date,customer_id,product_id,product_name,category,channel,seller_id,seller_name,quantity,unit_price,discount,total_amount,payment_status
996,2025-10-30 16:54:17,493,12,Short Deportivo,Ropa,Facebook,3,Vendedor_3,2,88,0.15,149.6,paid
997,2025-11-19 16:54:17,1,1,Zapatillas Urban,Calzado,Mercado Libre,10,Vendedor_10,3,143,0.05,407.55,pending
998,2025-10-15 16:54:17,300,9,Gorra Classic,Accesorios,Web,5,Vendedor_5,4,32,0.05,121.6,paid
999,2025-11-01 16:54:17,203,6,Pantalón Cargo,Ropa,Mercado Libre,10,Vendedor_10,1,58,0.0,58.0,paid
1000,2026-01-05 16:54:17,453,18,Camisa Lino,Ropa,Web,7,Vendedor_7,2,84,0.1,151.2,pending
1001,2026-01-07 16:54:17,236,15,Botas Trekking,Calzado,Web,4,Vendedor_4,3,103,0.05,293.55,paid
1002,2025-10-03 16:54:17,462,5,Pantalón Chino,Ropa,Mercado Libre,1,Vendedor_1,5,80,0.0,400.0,paid
1003,2025-10-26 16:54:17,404,14,Cinturón Casual,Accesorios,Mercado Libre,8,Vendedor_8,4,44,0.0,176.0,paid
1004,2025-09-26 16:54:17,424,15,Botas Trekking,Calzado,Web,2,Vendedor_2,3,164,0.15,418.2,pending
1005,2025-09-20 16:54:17,480,6,Pantalón Cargo,Ropa,Instagram,1,Vendedor_1,1,79,0.1,71.1,pending
1006,2026-01-20 16:54:17,99,1,Zapatillas Urban,Calzado,Mercado Libre,1,Vendedor_1,3,147,0.1,396.9,pending
1007,2026-01-17 16:54:17,253,8,Campera Denim,Ropa,Instagram,8,Vendedor_8,3,24,0.1,64.8,paid
1008,2025-10-05 16:54:17,257,7,Campera Rompeviento,Ropa,Facebook,7,Vendedor_7,1,55,0.2,44.0,paid
1009,2026-01-27 16:54:17,302,18,Camisa Lino,Ropa,Instagram,10,Vendedor_10,5,42,0.0,210.0,paid
1010,2026-01-10 16:54:17,99,5,Pantalón Chino,Ropa,Mercado Libre,10,Vendedor_10,2,86,0.1,154.8,pending
1011,2025-11-21 16:54:17,222,18,Camisa Lino,Ropa,Facebook,1,Vendedor_1,4,26,0.1,93.6,pending
1012,2025-09-24 16:54:17,265,4,Remera Oversize,Ropa,Mercado Libre,9,Vendedor_9,4,83,0.1,298.8,paid
1013,2026-01-05 16:54:17,3,2,Zapatillas Running,Calzado,Facebook,7,Vendedor_7,5,117,0.1,526.5,paid
1014,2026-02-25 16:54:17,491,11,Buzo Hoodie,Ropa,Mercado Libre,10,Vendedor_10,1,48,0.15,40.8,paid
1015,2026-02-03 16:54:17,15,7,Campera Rompeviento,Ropa,Facebook,6,Vendedor_6,3,28,0.0,84.0,pending
1016,2025-10-17 16:54:17,243,1,Zapatillas Urban,Calzado,Instagram,6,Vendedor_6,3,91,0.0,273.0,pending
1017,2025-12-22 16:54:17,398,2,Zapatillas Running,Calzado,Facebook,9,Vendedor_9,2,180,0.0,360.0,paid
1018,2025-10-20 16:54:17,194,15,Botas Trekking,Calzado,Web,2,Vendedor_2,1,67,0.0,67.0,paid
1019,2026-03-02 16:54:17,321,5,Pantalón Chino,Ropa,Facebook,8,Vendedor_8,1,58,0.2,46.4,paid
1020,2025-09-25 16:54:17,436,4,Remera Oversize,Ropa,Facebook,1,Vendedor_1,5,26,0.1,117.0,pending
1021,2025-10-10 16:54:17,197,4,Remera Oversize,Ropa,Facebook,7,Vendedor_7,2,21,0.15,35.7,pending
1022,2025-10-10 16:54:17,233,20,Piluso Trend,Accesorios,Web,2,Vendedor_2,3,51,0.0,153.0,paid
1023,2026-02-19 16:54:17,405,4,Remera Oversize,Ropa,Instagram,1,Vendedor_1,5,28,0.2,112.0,paid
1024,2026-01-11 16:54:17,228,17,Camisa Oxford,Ropa,Instagram,6,Vendedor_6,4,81,0.2,259.2,paid
1025,2026-03-06 16:54:17,224,5,Pantalón Chino,Ropa,Web,1,Vendedor_1,2,59,0.2,94.4,pending
1026,2025-10-30 16:54:17,309,19,Riñonera Sport,Accesorios,Web,3,Vendedor_3,2,40,0.1,72.0,pending
1027,2026-03-15 16:54:17,122,12,Short Deportivo,Ropa,Mercado Libre,9,Vendedor_9,5,38,0.0,190.0,pending
1028,2026-01-26 16:54:17,97,12,Short Deportivo,Ropa,Facebook,4,Vendedor_4,2,28,0.1,50.4,pending
1029,2025-09-21 16:54:17,316,20,Piluso Trend,Accesorios,Web,6,Vendedor_6,5,46,0.1,207.0,pending
1030,2026-02-04 16:54:17,113,11,Buzo Hoodie,Ropa,Mercado Libre,2,Vendedor_2,4,25,0.15,85.0,paid
1031,2025-11-18 16:54:17,377,8,Campera Denim,Ropa,Web,10,Vendedor_10,2,50,0.15,85.0,pending
1032,2025-12-05 16:54:17,38,7,Campera Rompeviento,Ropa,Web,3,Vendedor_3,1,66,0.0,66.0,paid
1033,2026-02-16 16:54:17,324,18,Camisa Lino,Ropa,Web,3,Vendedor_3,3,76,0.05,216.6,paid
1034,2026-01-26 16:54:17,454,1,Zapatillas Urban,Calzado,Web,4,Vendedor_4,3,82,0.05,233.7,paid
1035,2025-10-27 16:54:17,91,11,Buzo Hoodie,Ropa,Web,4,Vendedor_4,2,45,0.0,90.0,paid
1036,2025-09-25 16:54:17,174,1,Zapatillas Urban,Calzado,Instagram,3,Vendedor_3,4,143,0.0,572.0,pending
1037,2026-01-15 16:54:17,482,15,Botas Trekking,Calzado,Facebook,6,Vendedor_6,3,144,0.05,410.4,paid
1038,2026-02-09 16:54:17,194,4,Remera Oversize,Ropa,Web,3,Vendedor_3,2,44,0.2,70.4,pending
1039,2025-11-28 16:54:17,301,20,Piluso Trend,Accesorios,Instagram,4,Vendedor_4,1,58,0.2,46.4,pending
1040,2025-12-24 16:54:17,436,5,Pantalón Chino,Ropa,Facebook,4,Vendedor_4,1,55,0.05,52.25,paid
1041,2025-11-17 16:54:17,199,3,Remera Básica,Ropa,Web,10,Vendedor_10,1,41,0.2,32.8,pending
1042,2025-11-19 16:54:17,356,17,Camisa Oxford,Ropa,Facebook,3,Vendedor_3,3,67,0.2,160.8,pending
1043,2026-01-08 16:54:17,333,16,Sandalias Beach,Calzado,Mercado Libre,10,Vendedor_10,4,141,0.2,451.2,paid
1044,2026-01-25 16:54:17,157,8,Campera Denim,Ropa,Facebook,8,Vendedor_8,2,70,0.05,133.0,pending
1045,2026-02-05 16:54:17,69,19,Riñonera Sport,Accesorios,Mercado Libre,6,Vendedor_6,3,45,0.0,135.0,pending
1046,2025-11-05 16:54:17,239,15,Botas Trekking,Calzado,Web,6,Vendedor_6,2,134,0.0,268.0,pending
1047,2025-11-18 16:54:17,163,15,Botas Trekking,Calzado,Web,7,Vendedor_7,4,107,0.15,363.8,pending
1048,2026-01-31 16:54:17,184,1,Zapatillas Urban,Calzado,Mercado Libre,8,Vendedor_8,2,93,0.0,186.0,pending
1049,2025-11-06 16:54:17,51,17,Camisa Oxford,Ropa,Mercado Libre,9,Vendedor_9,1,55,0.05,52.25,paid
1050,2026-03-08 16:54:17,346,12,Short Deportivo,Ropa,Web,9,Vendedor_9,2,62,0.05,117.8,pending
1051,2025-09-24 16:54:17,71,10,Mochila City,Accesorios,Web,5,Vendedor_5,2,55,0.2,88.0,paid
1052,2026-01-04 16:54:17,388,10,Mochila City,Accesorios,Mercado Libre,6,Vendedor_6,4,35,0.2,112.0,pending
1053,2026-02-07 16:54:17,243,17,Camisa Oxford,Ropa,Instagram,7,Vendedor_7,2,49,0.05,93.1,pending
1054,2025-12-20 16:54:17,220,15,Botas Trekking,Calzado,Facebook,2,Vendedor_2,3,168,0.05,478.8,paid
1055,2025-11-22 16:54:17,296,15,Botas Trekking,Calzado,Instagram,9,Vendedor_9,1,107,0.05,101.65,pending
1056,2025-11-10 16:54:17,218,1,Zapatillas Urban,Calzado,Facebook,6,Vendedor_6,3,88,0.15,224.4,pending
1057,2025-10-18 16:54:17,79,11,Buzo Hoodie,Ropa,Web,1,Vendedor_1,5,24,0.05,114.0,pending
1058,2026-01-24 16:54:17,97,13,Medias Training,Accesorios,Facebook,7,Vendedor_7,1,44,0.15,37.4,paid
1059,2025-10-23 16:54:17,54,11,Buzo Hoodie,Ropa,Instagram,8,Vendedor_8,3,31,0.05,88.35,paid
1060,2025-11-12 16:54:17,467,20,Piluso Trend,Accesorios,Facebook,1,Vendedor_1,2,22,0.0,44.0,pending
1061,2026-01-17 16:54:17,30,7,Campera Rompeviento,Ropa,Web,5,Vendedor_5,5,28,0.15,119.0,paid
1062,2025-12-24 16:54:17,67,6,Pantalón Cargo,Ropa,Facebook,7,Vendedor_7,4,40,0.0,160.0,pending
1063,2025-12-08 16:54:17,222,3,Remera Básica,Ropa,Facebook,4,Vendedor_4,2,46,0.1,82.8,paid
1064,2025-10-21 16:54:17,367,20,Piluso Trend,Accesorios,Facebook,5,Vendedor_5,5,22,0.2,88.0,pending
1065,2026-03-16 16:54:17,310,7,Campera Rompeviento,Ropa,Instagram,3,Vendedor_3,4,28,0.15,95.2,pending
1066,2025-11-12 16:54:17,378,19,Riñonera Sport,Accesorios,Mercado Libre,8,Vendedor_8,4,46,0.0,184.0,pending
1067,2025-12-19 16:54:17,213,15,Botas Trekking,Calzado,Instagram,5,Vendedor_5,4,138,0.05,524.4,paid
1068,2025-11-27 16:54:17,358,20,Piluso Trend,Accesorios,Mercado Libre,8,Vendedor_8,4,52,0.05,197.6,pending
1069,2026-01-15 16:54:17,150,2,Zapatillas Running,Calzado,Mercado Libre,3,Vendedor_3,3,172,0.2,412.8,paid
1070,2025-12-02 16:54:17,387,16,Sandalias Beach,Calzado,Mercado Libre,9,Vendedor_9,1,107,0.0,107.0,pending
1071,2025-11-22 16:54:17,23,14,Cinturón Casual,Accesorios,Facebook,3,Vendedor_3,3,23,0.2,55.2,paid
1072,2025-10-05 16:54:17,439,3,Remera Básica,Ropa,Instagram,8,Vendedor_8,4,63,0.15,214.2,pending
1073,2026-03-15 16:54:17,168,2,Zapatillas Running,Calzado,Facebook,5,Vendedor_5,1,150,0.05,142.5,pending
1074,2026-02-28 16:54:17,366,15,Botas Trekking,Calzado,Facebook,2,Vendedor_2,5,144,0.05,684.0,paid
1075,2026-01-05 16:54:17,311,16,Sandalias Beach,Calzado,Mercado Libre,3,Vendedor_3,2,167,0.0,334.0,paid
1076,2026-02-14 16:54:17,344,10,Mochila City,Accesorios,Mercado Libre,9,Vendedor_9,4,20,0.0,80.0,pending
1077,2025-11-25 16:54:17,458,5,Pantalón Chino,Ropa,Instagram,6,Vendedor_6,2,47,0.0,94.0,pending
1078,2025-10-06 16:54:17,228,2,Zapatillas Running,Calzado,Mercado Libre,9,Vendedor_9,1,109,0.1,98.1,paid
1079,2025-12-11 16:54:17,103,2,Zapatillas Running,Calzado,Mercado Libre,4,Vendedor_4,2,107,0.05,203.3,paid
1080,2026-03-10 16:54:17,113,14,Cinturón Casual,Accesorios,Mercado Libre,1,Vendedor_1,3,22,0.0,66.0,paid
1081,2026-03-06 16:54:17,166,6,Pantalón Cargo,Ropa,Instagram,7,Vendedor_7,5,33,0.1,148.5,paid
1082,2025-12-06 16:54:17,55,18,Camisa Lino,Ropa,Web,7,Vendedor_7,1,49,0.05,46.55,pending
1083,2026-03-14 16:54:17,109,6,Pantalón Cargo,Ropa,Facebook,7,Vendedor_7,3,21,0.15,53.55,paid
1084,2025-09-30 16:54:17,35,3,Remera Básica,Ropa,Instagram,5,Vendedor_5,5,67,0.0,335.0,pending
1085,2025-10-15 16:54:17,406,10,Mochila City,Accesorios,Instagram,8,Vendedor_8,1,55,0.2,44.0,pending
1086,2025-10-15 16:54:17,90,4,Remera Oversize,Ropa,Web,6,Vendedor_6,4,37,0.1,133.2,pending
1087,2025-12-22 16:54:17,262,3,Remera Básica,Ropa,Instagram,1,Vendedor_1,5,77,0.15,327.25,paid
1088,2026-03-12 16:54:17,378,8,Campera Denim,Ropa,Facebook,10,Vendedor_10,1,59,0.05,56.05,paid
1089,2026-02-25 16:54:17,152,20,Piluso Trend,Accesorios,Instagram,1,Vendedor_1,2,33,0.15,56.1,paid
1090,2026-01-24 16:54:17,485,13,Medias Training,Accesorios,Facebook,1,Vendedor_1,2,56,0.2,89.6,pending
1091,2026-01-05 16:54:17,332,5,Pantalón Chino,Ropa,Web,6,Vendedor_6,1,86,0.15,73.1,paid
1092,2025-12-23 16:54:17,28,8,Campera Denim,Ropa,Instagram,6,Vendedor_6,2,46,0.2,73.6,paid
1093,2025-12-10 16:54:17,323,20,Piluso Trend,Accesorios,Mercado Libre,9,Vendedor_9,3,21,0.15,53.55,paid
1094,2026-02-28 16:54:17,481,16,Sandalias Beach,Calzado,Instagram,4,Vendedor_4,1,141,0.05,133.95,paid
1095,2026-02-01 16:54:17,260,3,Remera Básica,Ropa,Mercado Libre,10,Vendedor_10,5,46,0.05,218.5,pending
1096,2025-12-28 16:54:17,91,15,Botas Trekking,Calzado,Instagram,3,Vendedor_3,2,91,0.15,154.7,pending
1097,2025-10-21 16:54:17,41,10,Mochila City,Accesorios,Web,8,Vendedor_8,2,27,0.15,45.9,pending
1098,2026-02-03 16:54:17,313,13,Medias Training,Accesorios,Facebook,8,Vendedor_8,4,37,0.2,118.4,paid
1099,2026-03-12 16:54:17,389,16,Sandalias Beach,Calzado,Web,7,Vendedor_7,4,169,0.0,676.0,paid
1100,2026-02-01 16:54:17,233,18,Camisa Lino,Ropa,Web,5,Vendedor_5,4,79,0.1,284.4,pending
1101,2025-10-13 16:54:17,367,18,Camisa Lino,Ropa,Facebook,8,Vendedor_8,1,62,0.05,58.9,paid
1102,2026-01-28 16:54:17,252,5,Pantalón Chino,Ropa,Facebook,1,Vendedor_1,1,84,0.1,75.6,pending
1103,2025-12-12 16:54:17,37,13,Medias Training,Accesorios,Facebook,7,Vendedor_7,4,29,0.2,92.8,paid
1104,2025-12-09 16:54:17,491,4,Remera Oversize,Ropa,Web,10,Vendedor_10,2,44,0.15,74.8,pending
1105,2025-11-12 16:54:17,377,17,Camisa Oxford,Ropa,Instagram,6,Vendedor_6,1,69,0.15,58.65,paid
1106,2026-03-09 16:54:17,134,16,Sandalias Beach,Calzado,Facebook,6,Vendedor_6,1,149,0.05,141.55,paid
1107,2026-01-13 16:54:17,7,9,Gorra Classic,Accesorios,Mercado Libre,10,Vendedor_10,5,52,0.05,247.0,paid
1108,2025-12-06 16:54:17,449,13,Medias Training,Accesorios,Facebook,10,Vendedor_10,1,43,0.05,40.85,paid
1109,2026-01-12 16:54:17,301,14,Cinturón Casual,Accesorios,Web,5,Vendedor_5,5,44,0.15,187.0,pending
1110,2026-02-18 16:54:17,384,3,Remera Básica,Ropa,Instagram,10,Vendedor_10,3,38,0.1,102.6,pending
1111,2026-03-16 16:54:17,36,10,Mochila City,Accesorios,Facebook,3,Vendedor_3,4,10,0.0,40.0,pending
1112,2025-11-27 16:54:17,361,10,Mochila City,Accesorios,Instagram,3,Vendedor_3,2,33,0.05,62.7,paid
1113,2026-01-30 16:54:17,417,16,Sandalias Beach,Calzado,Instagram,9,Vendedor_9,1,117,0.2,93.6,paid
1114,2026-03-02 16:54:17,226,7,Campera Rompeviento,Ropa,Mercado Libre,3,Vendedor_3,2,53,0.15,90.1,paid
1115,2026-01-01 16:54:17,33,3,Remera Básica,Ropa,Web,2,Vendedor_2,4,35,0.1,126.0,paid
1116,2026-01-16 16:54:17,5,19,Riñonera Sport,Accesorios,Mercado Libre,8,Vendedor_8,4,53,0.0,212.0,pending
1117,2025-09-28 16:54:17,268,1,Zapatillas Urban,Calzado,Mercado Libre,10,Vendedor_10,1,72,0.05,68.4,pending
1118,2025-11-04 16:54:17,310,20,Piluso Trend,Accesorios,Facebook,5,Vendedor_5,4,40,0.1,144.0,pending
1119,2025-09-24 16:54:17,341,12,Short Deportivo,Ropa,Facebook,6,Vendedor_6,3,50,0.1,135.0,pending
1120,2026-03-03 16:54:17,234,20,Piluso Trend,Accesorios,Facebook,6,Vendedor_6,3,16,0.0,48.0,paid
1121,2025-10-14 16:54:17,189,1,Zapatillas Urban,Calzado,Facebook,2,Vendedor_2,5,95,0.05,451.25,pending
1122,2025-12-02 16:54:17,325,17,Camisa Oxford,Ropa,Web,4,Vendedor_4,1,61,0.0,61.0,paid
1123,2025-09-25 16:54:17,379,11,Buzo Hoodie,Ropa,Mercado Libre,8,Vendedor_8,2,82,0.15,139.4,pending
1124,2025-11-16 16:54:17,100,14,Cinturón Casual,Accesorios,Instagram,2,Vendedor_2,4,28,0.2,89.6,paid
1125,2025-11-10 16:54:17,87,5,Pantalón Chino,Ropa,Facebook,2,Vendedor_2,3,90,0.15,229.5,paid
1126,2025-09-29 16:54:17,88,16,Sandalias Beach,Calzado,Mercado Libre,9,Vendedor_9,2,91,0.05,172.9,paid
1127,2026-03-10 16:54:17,113,14,Cinturón Casual,Accesorios,Web,3,Vendedor_3,3,34,0.1,91.8,pending
1128,2025-09-28 16:54:17,408,4,Remera Oversize,Ropa,Web,3,Vendedor_3,5,82,0.0,410.0,paid
1129,2025-10-15 16:54:17,335,19,Riñonera Sport,Accesorios,Facebook,2,Vendedor_2,3,34,0.15,86.7,paid
1130,2026-01-10 16:54:17,46,8,Campera Denim,Ropa,Web,2,Vendedor_2,3,31,0.0,93.0,paid
1131,2025-10-22 16:54:17,296,4,Remera Oversize,Ropa,Mercado Libre,6,Vendedor_6,2,60,0.15,102.0,pending
1132,2025-10-17 16:54:17,217,2,Zapatillas Running,Calzado,Web,9,Vendedor_9,2,168,0.15,285.6,pending
1133,2025-11-04 16:54:17,203,5,Pantalón Chino,Ropa,Mercado Libre,10,Vendedor_10,5,48,0.0,240.0,pending
1134,2026-02-08 16:54:17,76,11,Buzo Hoodie,Ropa,Web,5,Vendedor_5,2,83,0.15,141.1,paid
1135,2025-10-15 16:54:17,141,2,Zapatillas Running,Calzado,Facebook,6,Vendedor_6,3,124,0.0,372.0,paid
1136,2026-01-02 16:54:17,79,16,Sandalias Beach,Calzado,Instagram,7,Vendedor_7,1,163,0.1,146.7,paid
1137,2026-01-31 16:54:17,12,2,Zapatillas Running,Calzado,Facebook,8,Vendedor_8,4,98,0.05,372.4,pending
1138,2025-09-25 16:54:17,201,14,Cinturón Casual,Accesorios,Mercado Libre,8,Vendedor_8,3,58,0.15,147.9,pending
1139,2025-09-20 16:54:17,68,10,Mochila City,Accesorios,Web,4,Vendedor_4,5,35,0.0,175.0,paid
1140,2025-11-20 16:54:17,357,10,Mochila City,Accesorios,Facebook,3,Vendedor_3,5,18,0.15,76.5,pending
1141,2026-01-23 16:54:17,372,5,Pantalón Chino,Ropa,Mercado Libre,4,Vendedor_4,2,21,0.1,37.8,paid
1142,2025-11-28 16:54:17,499,13,Medias Training,Accesorios,Facebook,3,Vendedor_3,1,16,0.1,14.4,paid
1143,2026-02-15 16:54:17,497,2,Zapatillas Running,Calzado,Instagram,9,Vendedor_9,3,135,0.15,344.25,pending
1144,2026-03-09 16:54:17,155,8,Campera Denim,Ropa,Instagram,2,Vendedor_2,2,70,0.15,119.0,pending
1145,2025-11-19 16:54:17,6,3,Remera Básica,Ropa,Mercado Libre,7,Vendedor_7,3,76,0.1,205.2,paid
1146,2026-02-14 16:54:17,301,3,Remera Básica,Ropa,Facebook,8,Vendedor_8,5,48,0.0,240.0,pending
1147,2025-10-17 16:54:17,153,4,Remera Oversize,Ropa,Instagram,3,Vendedor_3,4,81,0.15,275.4,paid
1148,2026-03-01 16:54:17,202,11,Buzo Hoodie,Ropa,Facebook,9,Vendedor_9,2,71,0.0,142.0,paid
1149,2025-10-19 16:54:17,93,17,Camisa Oxford,Ropa,Instagram,9,Vendedor_9,1,46,0.0,46.0,paid
1150,2025-11-23 16:54:17,295,18,Camisa Lino,Ropa,Instagram,6,Vendedor_6,1,25,0.05,23.75,paid
1151,2025-10-25 16:54:17,260,3,Remera Básica,Ropa,Web,5,Vendedor_5,1,30,0.0,30.0,pending
1152,2026-02-02 16:54:17,24,18,Camisa Lino,Ropa,Web,7,Vendedor_7,1,51,0.1,45.9,pending
1153,2025-10-21 16:54:17,311,5,Pantalón Chino,Ropa,Instagram,8,Vendedor_8,3,86,0.1,232.2,paid
1154,2026-01-16 16:54:17,439,2,Zapatillas Running,Calzado,Instagram,1,Vendedor_1,2,78,0.1,140.4,paid
1155,2025-10-27 16:54:17,66,20,Piluso Trend,Accesorios,Facebook,4,Vendedor_4,5,32,0.1,144.0,paid
1156,2026-01-11 16:54:17,234,18,Camisa Lino,Ropa,Mercado Libre,5,Vendedor_5,4,40,0.15,136.0,pending
1157,2025-09-21 16:54:17,323,14,Cinturón Casual,Accesorios,Web,3,Vendedor_3,5,23,0.0,115.0,paid
1158,2025-10-24 16:54:17,421,12,Short Deportivo,Ropa,Instagram,9,Vendedor_9,5,40,0.15,170.0,pending
1159,2025-12-10 16:54:17,139,14,Cinturón Casual,Accesorios,Mercado Libre,1,Vendedor_1,5,25,0.0,125.0,paid
1160,2025-12-03 16:54:17,466,18,Camisa Lino,Ropa,Web,2,Vendedor_2,3,31,0.1,83.7,pending
1161,2026-01-19 16:54:17,497,5,Pantalón Chino,Ropa,Instagram,5,Vendedor_5,1,32,0.15,27.2,pending
1162,2026-02-14 16:54:17,421,4,Remera Oversize,Ropa,Facebook,3,Vendedor_3,5,59,0.2,236.0,paid
1163,2025-12-18 16:54:17,312,17,Camisa Oxford,Ropa,Mercado Libre,10,Vendedor_10,3,90,0.1,243.0,paid
1164,2025-12-26 16:54:17,283,6,Pantalón Cargo,Ropa,Facebook,7,Vendedor_7,2,64,0.2,102.4,pending
1165,2026-02-13 16:54:17,366,19,Riñonera Sport,Accesorios,Instagram,5,Vendedor_5,1,53,0.2,42.4,paid
1166,2025-12-11 16:54:17,363,5,Pantalón Chino,Ropa,Instagram,10,Vendedor_10,3,26,0.1,70.2,pending
1167,2026-01-30 16:54:17,258,15,Botas Trekking,Calzado,Web,8,Vendedor_8,3,162,0.15,413.1,pending
1168,2025-11-04 16:54:17,486,14,Cinturón Casual,Accesorios,Web,4,Vendedor_4,3,50,0.0,150.0,pending
1169,2026-02-22 16:54:17,85,11,Buzo Hoodie,Ropa,Mercado Libre,2,Vendedor_2,1,50,0.0,50.0,paid
1170,2025-10-27 16:54:17,478,10,Mochila City,Accesorios,Instagram,8,Vendedor_8,1,37,0.2,29.6,pending
1171,2025-11-06 16:54:17,316,16,Sandalias Beach,Calzado,Instagram,9,Vendedor_9,1,111,0.0,111.0,paid
1172,2025-09-19 16:54:17,351,14,Cinturón Casual,Accesorios,Mercado Libre,9,Vendedor_9,3,25,0.2,60.0,pending
1173,2025-09-26 16:54:17,188,6,Pantalón Cargo,Ropa,Instagram,9,Vendedor_9,2,42,0.0,84.0,pending
1174,2025-11-29 16:54:17,497,2,Zapatillas Running,Calzado,Mercado Libre,8,Vendedor_8,4,81,0.1,291.6,pending
1175,2025-10-30 16:54:17,151,8,Campera Denim,Ropa,Web,2,Vendedor_2,3,58,0.15,147.9,paid
1176,2025-10-07 16:54:17,476,1,Zapatillas Urban,Calzado,Mercado Libre,10,Vendedor_10,4,87,0.1,313.2,pending
1177,2025-11-13 16:54:17,236,20,Piluso Trend,Accesorios,Web,1,Vendedor_1,3,10,0.2,24.0,pending
1178,2026-02-18 16:54:17,182,12,Short Deportivo,Ropa,Mercado Libre,1,Vendedor_1,3,43,0.15,109.65,paid
1179,2025-11-12 16:54:17,461,14,Cinturón Casual,Accesorios,Instagram,4,Vendedor_4,1,43,0.2,34.4,pending
1180,2025-11-13 16:54:17,241,4,Remera Oversize,Ropa,Facebook,1,Vendedor_1,2,52,0.05,98.8,pending
1181,2025-12-14 16:54:17,56,10,Mochila City,Accesorios,Facebook,7,Vendedor_7,2,44,0.1,79.2,pending
1182,2026-02-10 16:54:17,453,6,Pantalón Cargo,Ropa,Instagram,6,Vendedor_6,4,20,0.1,72.0,paid
1183,2026-01-04 16:54:17,381,7,Campera Rompeviento,Ropa,Web,1,Vendedor_1,2,70,0.15,119.0,paid
1184,2025-09-28 16:54:17,216,6,Pantalón Cargo,Ropa,Facebook,4,Vendedor_4,4,54,0.0,216.0,pending
1185,2025-12-24 16:54:17,57,5,Pantalón Chino,Ropa,Mercado Libre,7,Vendedor_7,5,69,0.05,327.75,paid
1186,2026-02-06 16:54:17,27,5,Pantalón Chino,Ropa,Web,6,Vendedor_6,5,21,0.05,99.75,pending
1187,2026-03-15 16:54:17,249,20,Piluso Trend,Accesorios,Mercado Libre,7,Vendedor_7,4,28,0.1,100.8,pending
1188,2025-10-10 16:54:17,144,8,Campera Denim,Ropa,Mercado Libre,3,Vendedor_3,5,43,0.05,204.25,pending
1189,2025-09-28 16:54:17,359,8,Campera Denim,Ropa,Instagram,7,Vendedor_7,2,80,0.0,160.0,paid
1190,2025-10-07 16:54:17,206,19,Riñonera Sport,Accesorios,Mercado Libre,3,Vendedor_3,2,17,0.05,32.3,pending
1191,2026-02-08 16:54:17,443,7,Campera Rompeviento,Ropa,Mercado Libre,7,Vendedor_7,1,45,0.0,45.0,pending
1192,2025-11-03 16:54:17,219,14,Cinturón Casual,Accesorios,Facebook,5,Vendedor_5,2,24,0.1,43.2,paid
1193,2025-11-28 16:54:17,187,17,Camisa Oxford,Ropa,Web,1,Vendedor_1,3,34,0.1,91.8,pending
1194,2026-01-13 16:54:17,1,14,Cinturón Casual,Accesorios,Mercado Libre,6,Vendedor_6,1,21,0.0,21.0,pending
1195,2026-01-03 16:54:17,95,7,Campera Rompeviento,Ropa,Web,8,Vendedor_8,3,32,0.15,81.6,pending
1196,2025-12-22 16:54:17,350,12,Short Deportivo,Ropa,Instagram,5,Vendedor_5,1,32,0.0,32.0,pending
1197,2025-12-15 16:54:17,333,12,Short Deportivo,Ropa,Web,10,Vendedor_10,5,67,0.05,318.25,paid
1198,2025-12-09 16:54:17,62,19,Riñonera Sport,Accesorios,Mercado Libre,2,Vendedor_2,1,18,0.2,14.4,paid
1199,2025-09-18 16:54:17,317,7,Campera Rompeviento,Ropa,Web,8,Vendedor_8,1,29,0.2,23.2,pending
1200,2026-01-25 16:54:17,99,16,Sandalias Beach,Calzado,Facebook,9,Vendedor_9,2,65,0.05,123.5,pending
1201,2025-12-19 16:54:17,35,18,Camisa Lino,Ropa,Facebook,6,Vendedor_6,4,35,0.15,119.0,pending
1202,2025-11-09 16:54:17,149,17,Camisa Oxford,Ropa,Mercado Libre,1,Vendedor_1,2,55,0.05,104.5,paid
1203,2025-12-06 16:54:17,85,7,Campera Rompeviento,Ropa,Facebook,8,Vendedor_8,5,85,0.0,425.0,pending
1204,2025-12-08 16:54:17,95,18,Camisa Lino,Ropa,Mercado Libre,7,Vendedor_7,5,54,0.05,256.5,paid
1205,2026-01-21 16:54:17,234,19,Riñonera Sport,Accesorios,Web,10,Vendedor_10,1,60,0.2,48.0,pending
1206,2026-01-01 16:54:17,115,8,Campera Denim,Ropa,Mercado Libre,5,Vendedor_5,5,35,0.05,166.25,paid
1207,2026-03-07 16:54:17,448,10,Mochila City,Accesorios,Mercado Libre,3,Vendedor_3,3,18,0.1,48.6,paid
1208,2025-11-01 16:54:17,498,7,Campera Rompeviento,Ropa,Web,2,Vendedor_2,1,64,0.2,51.2,pending
1209,2025-09-18 16:54:17,460,3,Remera Básica,Ropa,Web,9,Vendedor_9,3,37,0.15,94.35,pending
1210,2025-10-08 16:54:17,91,2,Zapatillas Running,Calzado,Web,1,Vendedor_1,3,88,0.1,237.6,paid
1211,2025-09-30 16:54:17,446,18,Camisa Lino,Ropa,Instagram,10,Vendedor_10,1,68,0.1,61.2,pending
1212,2025-12-24 16:54:17,229,8,Campera Denim,Ropa,Instagram,5,Vendedor_5,2,70,0.05,133.0,pending
1213,2026-02-08 16:54:17,236,12,Short Deportivo,Ropa,Instagram,8,Vendedor_8,1,83,0.05,78.85,paid
